device_os,amt,trans_num,gender,city,job,category,age_category,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos
other,211.92,TRANS_430424,M,Phoenix,Artist,Apparel,Middle Age,1,101,7064899.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,134.8,TRANS_993019,M,Phoenix,Doctor,,Middle Age,1,101,667634.0,0.7818314824680298,0.6234898018587336,0.0,1.0
other,66.69,TRANS_469518,F,Test City,Doctor,Groceries,Middle Age,2,101,79458.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
macOS,144.48,TRANS_592947,F,Test City,Doctor,Travel,Adult,4,101,427715.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Windows,40.41,TRANS_452022,M,New York,Engineer,Apparel,Young Adult,1,101,2328871.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,446.2,TRANS_281066,F,Test City,Clerk,Travel,Young Adult,1,101,55443.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
macOS,338.82,TRANS_423709,F,Test City,Lawyer,Travel,Young Adult,1,101,74139.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
Linux,312.68,TRANS_392634,M,Houston,Nurse,Electronics,Young Adult,1,54,0.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,385.85,TRANS_683310,F,Phoenix,Nurse,Groceries,Young Adult,1,101,2379984.0,0.0,1.0,0.0,1.0
,156.55,TRANS_505352,F,Phoenix,Teacher,Groceries,Middle Age,1,101,569443.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
other,221.57,TRANS_526023,F,New York,Engineer,Apparel,Middle Age,1,72,0.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,421.17,TRANS_931744,F,Phoenix,Teacher,,Middle Age,1,101,343195.0,0.0,1.0,1.2246467991473532e-16,-1.0
,60.73,TRANS_126730,F,Test City,Engineer,Electronics,Middle Age,1,101,140885.0,0.0,1.0,0.0,1.0
macOS,237.49,TRANS_112808,M,New York,Doctor,Apparel,Middle Age,1,101,5708770.0,0.0,1.0,1.2246467991473532e-16,-1.0
,53.5,TRANS_574724,F,Test City,Clerk,Travel,Young Adult,2,101,186534.0,0.0,1.0,1.0,6.123233995736766e-17
Windows,98.56,TRANS_997799,M,Test City,Doctor,Entertainment,Middle Age,2,101,15516.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,459.49,TRANS_846928,M,Test City,Teacher,Electronics,Young Adult,1,101,133782.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,324.21,TRANS_203663,M,Test City,Doctor,Electronics,Adult,3,101,206314.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,316.96,TRANS_143740,F,Los Angeles,Nurse,Entertainment,Young Adult,1,101,1469426.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,246.94,TRANS_863032,M,Houston,Nurse,Apparel,Young Adult,1,101,1172989.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
X11,194.6,TRANS_823557,M,Test City,Lawyer,Apparel,Adult,1,101,27860.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,351.31,TRANS_770828,M,Test City,Doctor,Entertainment,Middle Age,2,101,8663.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,143.14,TRANS_136328,F,Houston,Doctor,Apparel,Middle Age,1,101,771771.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,382.03,TRANS_978545,F,Test City,Engineer,Groceries,Middle Age,4,101,12946.0,0.7818314824680298,0.6234898018587336,0.0,1.0
X11,42.51,TRANS_878267,M,Test City,Clerk,Electronics,Adult,2,101,133649.0,0.43388373911755823,-0.900968867902419,0.0,1.0
other,403.29,TRANS_701752,M,Test City,Teacher,,Young Adult,1,101,60433.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,162.27,TRANS_484976,F,Chicago,Teacher,Travel,Adult,1,101,5147723.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,309.44,TRANS_783708,F,Test City,Doctor,Electronics,Middle Age,1,101,52186.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
X11,6.35,TRANS_187263,M,Test City,Clerk,Apparel,Middle Age,3,101,169366.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,332.15,TRANS_791808,M,Phoenix,Clerk,Travel,Young Adult,1,101,4945267.0,0.0,1.0,0.0,1.0
,129.89,TRANS_626952,M,Test City,Clerk,Apparel,Adult,1,101,162394.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,181.29,TRANS_493396,F,Test City,Teacher,,Middle Age,3,101,94811.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,263.15,TRANS_661332,F,Test City,Doctor,Apparel,Middle Age,1,101,5037.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
Linux,249.53,TRANS_962762,F,Test City,Clerk,Electronics,Middle Age,2,101,48086.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,483.04,TRANS_493557,M,Test City,Doctor,Electronics,Middle Age,1,101,72974.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,289.28,TRANS_899125,F,Test City,Clerk,Groceries,Middle Age,1,101,188837.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
,45.17,TRANS_806788,F,Chicago,Doctor,Groceries,Middle Age,1,101,1133630.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,447.64,TRANS_824484,F,New York,Nurse,Apparel,Young Adult,1,99,0.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,492.73,TRANS_597690,M,Test City,Doctor,Travel,Adult,4,101,82661.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,210.32,TRANS_669975,F,Test City,Lawyer,Entertainment,Young Adult,1,101,275905.0,0.43388373911755823,-0.900968867902419,0.0,1.0
other,34.44,TRANS_764795,F,Phoenix,Nurse,Groceries,Young Adult,1,101,3487692.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,135.81,TRANS_369626,M,Test City,Lawyer,Electronics,Young Adult,1,101,87365.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,371.4,TRANS_167769,F,Chicago,Teacher,Electronics,Young Adult,1,101,11415468.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,243.59,TRANS_894477,F,Test City,Engineer,Electronics,Adult,2,101,10895.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,243.58,TRANS_777464,F,Phoenix,Artist,Entertainment,Middle Age,1,101,264854.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,410.35,TRANS_923681,F,Test City,Lawyer,Entertainment,Middle Age,1,101,420323.0,0.43388373911755823,-0.900968867902419,0.0,1.0
macOS,438.29,TRANS_360745,M,Test City,Engineer,Electronics,Adult,1,101,2153.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
macOS,315.98,TRANS_901688,M,Test City,Teacher,Groceries,Middle Age,1,101,346097.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Windows,387.64,TRANS_396453,F,Test City,Teacher,Travel,Middle Age,2,101,77388.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
Linux,232.69,TRANS_580799,F,Test City,Teacher,Travel,Adult,1,101,84818.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,414.5,TRANS_989153,M,New York,Engineer,Travel,Middle Age,1,101,2302957.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,138.54,TRANS_404924,F,Test City,Doctor,Groceries,Middle Age,2,101,40785.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,177.38,TRANS_896627,M,Chicago,Teacher,Electronics,Adult,1,101,366880.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
other,330.9,TRANS_307434,F,Test City,Clerk,Electronics,Middle Age,1,101,361127.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,209.42,TRANS_162111,M,Los Angeles,Artist,Electronics,Adult,1,101,1121016.0,0.0,1.0,-1.0,-1.8369701987210297e-16
other,402.74,TRANS_972535,M,Los Angeles,Engineer,Entertainment,Middle Age,1,101,390269.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,332.17,TRANS_776168,F,Los Angeles,Nurse,Entertainment,Adult,1,101,5438252.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,238.76,TRANS_675042,M,Test City,Clerk,Travel,Young Adult,1,101,170626.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,397.99,TRANS_319772,F,Test City,Doctor,Groceries,Young Adult,1,101,17063.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
other,499.78,TRANS_899159,F,Los Angeles,Teacher,Groceries,Adult,1,29,4732.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,454.79,TRANS_185571,F,Test City,Teacher,Travel,Middle Age,3,101,251378.0,0.0,1.0,0.0,1.0
other,215.41,TRANS_556370,M,Houston,Nurse,Apparel,Adult,1,101,6323168.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,294.07,TRANS_634730,F,Test City,Doctor,Groceries,Middle Age,1,101,78662.0,0.0,1.0,0.0,1.0
Windows,59.95,TRANS_231049,M,Test City,Teacher,Travel,Young Adult,3,101,197189.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
Linux,375.53,TRANS_430626,M,Test City,Clerk,Apparel,Middle Age,1,101,893952.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,209.01,TRANS_828057,F,Test City,Clerk,Entertainment,Young Adult,2,101,144339.0,0.0,1.0,1.0,6.123233995736766e-17
,48.15,TRANS_153117,M,Test City,Lawyer,Electronics,Young Adult,3,101,281069.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
X11,60.83,TRANS_989597,F,Chicago,Artist,Travel,Young Adult,1,101,1044407.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,302.6,TRANS_152906,F,Test City,Teacher,Travel,Adult,2,101,57527.0,0.0,1.0,0.0,1.0
,322.15,TRANS_149616,M,Test City,Teacher,Apparel,Young Adult,2,101,152820.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,374.06,TRANS_991498,M,New York,Teacher,Electronics,Adult,1,101,1163274.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,408.57,TRANS_289998,F,Test City,Doctor,Entertainment,Middle Age,1,101,424285.0,0.0,1.0,1.2246467991473532e-16,-1.0
Linux,262.81,TRANS_133755,F,Phoenix,Lawyer,Electronics,Adult,1,101,1186329.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
Windows,33.66,TRANS_122314,F,Test City,Teacher,Electronics,Middle Age,1,101,123693.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,251.76,TRANS_685411,F,Test City,Doctor,Entertainment,Adult,2,101,148815.0,0.0,1.0,1.2246467991473532e-16,-1.0
other,338.5,TRANS_246371,F,Test City,Lawyer,Entertainment,Young Adult,3,101,108435.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,203.83,TRANS_786119,F,Test City,Clerk,Travel,Middle Age,2,101,506061.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,419.93,TRANS_137157,M,Test City,Lawyer,Travel,Middle Age,1,101,82349.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
Windows,102.27,TRANS_408993,M,Test City,Clerk,Groceries,Adult,3,101,385359.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,79.83,TRANS_252509,M,Test City,Clerk,Groceries,Middle Age,1,101,130126.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
other,175.21,TRANS_657298,F,Test City,Clerk,Entertainment,Adult,2,101,253494.0,0.0,1.0,1.2246467991473532e-16,-1.0
macOS,473.14,TRANS_214667,F,Test City,Teacher,Electronics,Middle Age,2,101,372196.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
macOS,97.54,TRANS_897429,M,Test City,Clerk,Electronics,Middle Age,1,101,5551.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Windows,74.58,TRANS_486307,M,New York,Lawyer,Travel,Middle Age,1,101,1854419.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
X11,294.5,TRANS_637834,M,Test City,Doctor,Apparel,Young Adult,1,101,283013.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,424.75,TRANS_281316,F,New York,Lawyer,Apparel,Adult,1,101,313050.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
macOS,48.44,TRANS_520616,F,Test City,Lawyer,Apparel,Adult,1,101,143691.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,91.21,TRANS_106425,F,Test City,Doctor,Apparel,Young Adult,4,101,49458.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,105.93,TRANS_478300,F,Phoenix,Artist,Entertainment,Adult,1,101,3080671.0,0.0,1.0,0.0,1.0
,60.2,TRANS_997688,F,Phoenix,Clerk,Groceries,Young Adult,1,101,2651767.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
,293.09,TRANS_290994,M,Houston,Lawyer,Entertainment,Middle Age,1,101,4234804.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,351.81,TRANS_526982,F,Phoenix,Doctor,Apparel,Adult,1,101,1471046.0,0.0,1.0,1.0,6.123233995736766e-17
macOS,300.78,TRANS_292401,F,Test City,Doctor,Travel,Adult,3,101,2076.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
Linux,140.74,TRANS_114446,M,Houston,Engineer,Electronics,Young Adult,1,90,232755.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,454.71,TRANS_292964,M,Test City,Clerk,Groceries,Young Adult,1,101,166325.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
,47.69,TRANS_953647,F,New York,Nurse,Electronics,Middle Age,1,101,182180.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,91.71,TRANS_603028,F,Los Angeles,Teacher,Electronics,Middle Age,1,101,8882020.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
,461.94,TRANS_590854,F,New York,Artist,Travel,Middle Age,1,101,1204757.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,68.08,TRANS_674180,M,Phoenix,Doctor,Travel,Adult,1,101,1266318.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
Windows,465.05,TRANS_548583,F,Test City,Doctor,Electronics,Adult,3,101,103530.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,266.02,TRANS_634863,M,Test City,Clerk,Groceries,Middle Age,2,101,166882.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
other,247.09,TRANS_309042,M,Test City,Doctor,Travel,Adult,1,101,213624.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
,13.93,TRANS_784821,M,Test City,Engineer,Entertainment,Adult,2,101,57562.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,138.37,TRANS_200797,F,New York,Lawyer,Electronics,Adult,1,101,4657119.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,489.98,TRANS_482776,F,Houston,Doctor,Electronics,Young Adult,1,101,1373468.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,251.82,TRANS_531880,F,Los Angeles,Lawyer,Travel,Young Adult,1,101,360609.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
other,346.03,TRANS_221221,F,Test City,Engineer,Groceries,Adult,2,101,319108.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,325.08,TRANS_472082,F,Test City,Doctor,Electronics,Adult,3,101,118767.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,402.28,TRANS_533173,M,Test City,Lawyer,Travel,Adult,1,101,61341.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,50.11,TRANS_379083,M,Los Angeles,Teacher,Apparel,Middle Age,1,101,53925.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,349.04,TRANS_343284,F,Phoenix,Nurse,Apparel,Middle Age,1,101,0.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
macOS,97.66,TRANS_982468,M,Test City,Lawyer,Travel,Adult,5,101,29581.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
X11,67.69,TRANS_470517,M,Test City,Teacher,Travel,Adult,2,101,4672.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
other,6.73,TRANS_591868,F,Test City,Lawyer,Electronics,Young Adult,2,101,316095.0,0.0,1.0,0.0,1.0
,485.76,TRANS_146391,F,Test City,Teacher,Groceries,Adult,1,101,118618.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
other,357.14,TRANS_956078,M,Test City,Engineer,Electronics,Adult,1,101,616265.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,435.25,TRANS_789047,F,Test City,Doctor,Groceries,Young Adult,4,101,107633.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,334.05,TRANS_787887,M,Test City,Lawyer,Travel,Adult,4,101,175651.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Linux,282.12,TRANS_435660,M,Test City,Teacher,Travel,Middle Age,3,101,106810.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,470.33,TRANS_650516,F,Los Angeles,Lawyer,Apparel,Middle Age,1,101,245420.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,16.2,TRANS_223469,F,Chicago,Doctor,Groceries,Young Adult,1,101,0.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
,190.12,TRANS_638024,M,Test City,Doctor,Travel,Adult,1,101,45486.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,314.35,TRANS_631566,F,Los Angeles,Artist,Groceries,Middle Age,1,101,434442.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,123.57,TRANS_618364,M,Los Angeles,Lawyer,Groceries,Young Adult,1,101,0.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,288.0,TRANS_590649,F,Test City,Clerk,Groceries,Adult,2,101,111459.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,242.02,TRANS_122032,F,Phoenix,Engineer,Apparel,Middle Age,1,101,656310.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
Windows,175.58,TRANS_928921,M,Test City,Clerk,Apparel,Adult,2,101,102239.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
other,340.43,TRANS_252141,F,Houston,Teacher,Groceries,Adult,1,101,67242.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
macOS,142.58,TRANS_528381,M,Test City,Engineer,Apparel,Young Adult,2,101,6684.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,274.09,TRANS_555299,F,Test City,Lawyer,Apparel,Young Adult,1,101,78998.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,44.49,TRANS_743482,F,Test City,Clerk,Entertainment,Young Adult,3,101,141851.0,0.0,1.0,0.0,1.0
other,51.53,TRANS_948915,F,Test City,Doctor,Travel,Adult,1,101,246694.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
macOS,315.66,TRANS_738437,M,Los Angeles,Clerk,Apparel,Young Adult,1,101,1233743.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,141.93,TRANS_566316,M,Test City,Clerk,Entertainment,Adult,4,101,401027.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,321.26,TRANS_953011,M,Test City,Teacher,Electronics,Middle Age,3,101,191246.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
macOS,403.47,TRANS_451604,M,Houston,Artist,Travel,Adult,1,101,4115507.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,444.37,TRANS_975149,F,Test City,Doctor,Electronics,Adult,1,101,205229.0,0.0,1.0,-1.0,-1.8369701987210297e-16
other,270.74,TRANS_530355,M,Chicago,Clerk,Apparel,Young Adult,2,101,1884718.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,190.35,TRANS_482165,M,Phoenix,Teacher,Groceries,Middle Age,1,101,2038202.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,105.02,TRANS_127871,F,Test City,Teacher,Groceries,Middle Age,1,101,93676.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
Linux,23.39,TRANS_758237,M,Test City,Doctor,Electronics,Middle Age,5,101,67119.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
other,378.3,TRANS_417256,M,Test City,Lawyer,Travel,Middle Age,1,101,80841.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,28.87,TRANS_976197,M,Test City,Clerk,Travel,Middle Age,2,101,37242.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,259.99,TRANS_984845,F,Test City,Lawyer,Entertainment,Middle Age,5,101,13407.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
other,334.66,TRANS_543095,M,Test City,Engineer,Travel,Middle Age,2,101,7378.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
Windows,415.19,TRANS_861579,F,Houston,Nurse,Groceries,Middle Age,1,101,4798119.0,0.7818314824680298,0.6234898018587336,0.0,1.0
macOS,209.81,TRANS_947131,F,Test City,Lawyer,Groceries,Young Adult,2,101,74155.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,451.46,TRANS_867244,F,Test City,Clerk,Apparel,Young Adult,2,101,665827.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,487.96,TRANS_289887,M,Phoenix,Teacher,Groceries,Young Adult,1,101,5304471.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,349.87,TRANS_907394,M,Test City,Teacher,Electronics,Middle Age,2,101,80747.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
X11,154.6,TRANS_964894,M,Los Angeles,Engineer,Travel,Young Adult,1,101,346651.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
Windows,196.11,TRANS_701454,M,Test City,Doctor,Entertainment,Adult,1,101,81433.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,377.46,TRANS_717085,M,Test City,Engineer,Travel,Adult,2,101,157266.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,241.93,TRANS_675442,M,Test City,Lawyer,Travel,Young Adult,1,101,93728.0,0.7818314824680298,0.6234898018587336,0.0,1.0
X11,29.69,TRANS_865770,F,Test City,Doctor,Entertainment,Adult,3,101,2995.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,411.68,TRANS_976469,M,Test City,Clerk,Groceries,Adult,1,101,267493.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,86.03,TRANS_900610,F,Test City,Clerk,Groceries,Young Adult,4,101,131834.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
,7.04,TRANS_953515,F,Chicago,Doctor,Apparel,Young Adult,1,101,2143780.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,267.07,TRANS_960545,M,Test City,Teacher,Electronics,Middle Age,3,101,51805.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,184.7,TRANS_879965,F,Test City,Engineer,Apparel,Middle Age,1,101,6019.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Linux,231.72,TRANS_284678,M,New York,Artist,Entertainment,Middle Age,1,101,4789375.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,195.91,TRANS_469754,M,Test City,Teacher,Electronics,Middle Age,1,101,12392.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,103.4,TRANS_239699,M,Test City,Clerk,Entertainment,Adult,2,101,39774.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,152.74,TRANS_892033,M,Houston,Clerk,Travel,Young Adult,1,101,29901.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
Windows,331.27,TRANS_333784,M,Phoenix,Artist,Apparel,Young Adult,1,101,455625.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,396.78,TRANS_420282,F,Test City,Teacher,Groceries,Middle Age,1,101,3492.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,117.93,TRANS_672805,M,Houston,Clerk,Entertainment,Adult,1,101,441581.0,0.0,1.0,0.0,1.0
X11,453.3,TRANS_476408,F,Test City,Teacher,Groceries,Adult,1,101,242170.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,175.21,TRANS_139201,F,Test City,Teacher,Entertainment,Adult,2,101,272974.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,393.45,TRANS_963615,M,Test City,Clerk,Groceries,Adult,1,101,11512.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Linux,470.75,TRANS_883883,M,Test City,Teacher,Entertainment,Middle Age,3,101,8145.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,260.01,TRANS_716847,M,Phoenix,Lawyer,Entertainment,Adult,1,101,930719.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,468.68,TRANS_718962,F,Houston,Teacher,Groceries,Middle Age,1,101,0.0,0.0,1.0,0.0,1.0
other,472.93,TRANS_918253,M,Los Angeles,Engineer,Groceries,Middle Age,1,101,155914.0,0.43388373911755823,-0.900968867902419,0.0,1.0
X11,201.35,TRANS_599219,F,Houston,Engineer,Travel,Adult,1,101,514776.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,479.5,TRANS_396676,M,Test City,Teacher,Travel,Young Adult,2,101,24442.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,133.34,TRANS_287443,F,Houston,Clerk,Apparel,Adult,1,101,3004066.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
other,291.08,TRANS_627042,M,Test City,Engineer,Travel,Middle Age,2,101,2037.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,86.21,TRANS_410732,M,Houston,Lawyer,Electronics,Middle Age,1,101,1246448.0,0.7818314824680298,0.6234898018587336,0.0,1.0
Windows,492.48,TRANS_159151,M,Test City,Doctor,Apparel,Adult,1,101,83498.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,122.94,TRANS_734156,F,Test City,Clerk,Travel,Adult,3,101,135590.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,52.45,TRANS_501790,F,Test City,Lawyer,Apparel,Young Adult,1,101,281879.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,438.04,TRANS_706736,M,Test City,Teacher,Electronics,Young Adult,1,101,149968.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,290.2,TRANS_508585,F,Test City,Clerk,Travel,Adult,2,101,49898.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
other,154.58,TRANS_154697,M,Los Angeles,Engineer,Electronics,Young Adult,1,101,771005.0,0.7818314824680298,0.6234898018587336,0.0,1.0
